Time,Solar_Energy,Irradiance (W/m2),Temperature,Wind,Wind Direction (degree)
2021-06-01 00:00:00,0.0,4.797303333333334,24.194033333333334,1.409134,112.89878333333333
2021-06-01 01:00:00,0.0,5.59618,24.35718333333333,1.5675083333333333,118.09615
2021-06-01 02:00:00,0.0,5.926723333333333,24.627916666666668,1.2976466666666666,105.08585
2021-06-01 03:00:00,0.0,5.943198333333333,24.691216666666666,1.4710001666666666,123.04168166666666
2021-06-01 04:00:00,0.0,5.866020000000001,24.54658333333333,1.1332383333333331,115.55328133333332
2021-06-01 05:00:00,0.0,6.110433333333333,24.34326666666667,1.144366166666667,131.72306166666667
2021-06-01 06:00:00,0.1639999999999999,15.565595,24.5894,0.9276618333333332,220.9344258333333
2021-06-01 07:00:00,1.255,46.32641666666667,24.896616666666667,1.1702246666666667,130.9026105
2021-06-01 08:00:00,1.592,65.89838333333333,25.343533333333333,1.3173941666666666,136.52918666666667
2021-06-01 09:00:00,1.33,34.37323333333333,25.02115,2.604235833333333,138.90098333333333
2021-06-01 10:00:00,2.13,65.22316666666667,24.97973333333333,2.658055,122.96686666666666
2021-06-01 11:00:00,9.564,224.98746666666665,25.62578333333333,1.2545553333333332,107.81435
2021-06-01 12:00:00,8.815,287.669,26.320516666666663,2.7193766666666668,128.68383333333333
2021-06-01 13:00:00,10.822,321.1654833333333,27.070416666666667,2.73419,130.439
2021-06-01 14:00:00,2.528,71.74143333333333,26.159716666666668,3.3301466666666664,123.824
2021-06-01 15:00:00,2.134,54.14958333333333,26.123416666666667,3.151953333333333,138.80216666666666
2021-06-01 16:00:00,1.09,29.0431,25.73343333333333,1.6941461666666666,250.00407833333333
2021-06-01 17:00:00,0.0,8.185745,24.588283333333333,1.9300943333333331,213.093
2021-06-01 18:00:00,0.0,5.851640000000001,24.291616666666663,1.5866151666666668,230.0834166666667
2021-06-01 19:00:00,0.0,5.454871666666667,24.078966666666663,1.0492,236.27291666666667
